Accession,Organism_Name,Species,Family,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
JX847309,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,16TW13,1410,partial,Taiwan,Taiwan,Homo sapiens,,"Chang,Y.J., Chen,H.C., Pan,M.H., Lee,B.H., You,S.L., Lin,C.Y., Chou,Y.C., Hsieh,C.Y., Cheng,Y.J., Liaw,K.L., Hsing,A.W., Schiffman,M., Chen,C.J., Chang,Y.-J., Chen,H.-C., Pan,M.-H., Lee,B.-H., You,S.-L., Lin,C.-Y., Chou,Y.-C., Hsieh,C.-Y., Cheng,Y.-J., Liaw,K.-L., Chen,C.-J.",1992-09-01,2012-10-03,dsDNA
JX847308,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,16TW12,1410,partial,Taiwan,Taiwan,Homo sapiens,,"Chang,Y.J., Chen,H.C., Pan,M.H., Lee,B.H., You,S.L., Lin,C.Y., Chou,Y.C., Hsieh,C.Y., Cheng,Y.J., Liaw,K.L., Hsing,A.W., Schiffman,M., Chen,C.J., Chang,Y.-J., Chen,H.-C., Pan,M.-H., Lee,B.-H., You,S.-L., Lin,C.-Y., Chou,Y.-C., Hsieh,C.-Y., Cheng,Y.-J., Liaw,K.-L., Chen,C.-J.",1992-04-28,2012-10-03,dsDNA
JX847307,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,16TW11,1410,partial,Taiwan,Taiwan,Homo sapiens,,"Chang,Y.J., Chen,H.C., Pan,M.H., Lee,B.H., You,S.L., Lin,C.Y., Chou,Y.C., Hsieh,C.Y., Cheng,Y.J., Liaw,K.L., Hsing,A.W., Schiffman,M., Chen,C.J., Chang,Y.-J., Chen,H.-C., Pan,M.-H., Lee,B.-H., You,S.-L., Lin,C.-Y., Chou,Y.-C., Hsieh,C.-Y., Cheng,Y.-J., Liaw,K.-L., Chen,C.-J.",1991-09-25,2012-10-03,dsDNA
JX847306,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,16TW10,1410,partial,Taiwan,Taiwan,Homo sapiens,,"Chang,Y.J., Chen,H.C., Pan,M.H., Lee,B.H., You,S.L., Lin,C.Y., Chou,Y.C., Hsieh,C.Y., Cheng,Y.J., Liaw,K.L., Hsing,A.W., Schiffman,M., Chen,C.J., Chang,Y.-J., Chen,H.-C., Pan,M.-H., Lee,B.-H., You,S.-L., Lin,C.-Y., Chou,Y.-C., Hsieh,C.-Y., Cheng,Y.-J., Liaw,K.-L., Chen,C.-J.",1992-08-18,2012-10-03,dsDNA
JX847305,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,16TW09,1410,partial,Taiwan,Taiwan,Homo sapiens,,"Chang,Y.J., Chen,H.C., Pan,M.H., Lee,B.H., You,S.L., Lin,C.Y., Chou,Y.C., Hsieh,C.Y., Cheng,Y.J., Liaw,K.L., Hsing,A.W., Schiffman,M., Chen,C.J., Chang,Y.-J., Chen,H.-C., Pan,M.-H., Lee,B.-H., You,S.-L., Lin,C.-Y., Chou,Y.-C., Hsieh,C.-Y., Cheng,Y.-J., Liaw,K.-L., Chen,C.-J.",1991-08-29,2012-10-03,dsDNA
JX847304,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,16TW08,1410,partial,Taiwan,Taiwan,Homo sapiens,,"Chang,Y.J., Chen,H.C., Pan,M.H., Lee,B.H., You,S.L., Lin,C.Y., Chou,Y.C., Hsieh,C.Y., Cheng,Y.J., Liaw,K.L., Hsing,A.W., Schiffman,M., Chen,C.J., Chang,Y.-J., Chen,H.-C., Pan,M.-H., Lee,B.-H., You,S.-L., Lin,C.-Y., Chou,Y.-C., Hsieh,C.-Y., Cheng,Y.-J., Liaw,K.-L., Chen,C.-J.",1992-10-07,2012-10-03,dsDNA
JX847303,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,16TW07,1410,partial,Taiwan,Taiwan,Homo sapiens,,"Chang,Y.J., Chen,H.C., Pan,M.H., Lee,B.H., You,S.L., Lin,C.Y., Chou,Y.C., Hsieh,C.Y., Cheng,Y.J., Liaw,K.L., Hsing,A.W., Schiffman,M., Chen,C.J., Chang,Y.-J., Chen,H.-C., Pan,M.-H., Lee,B.-H., You,S.-L., Lin,C.-Y., Chou,Y.-C., Hsieh,C.-Y., Cheng,Y.-J., Liaw,K.-L., Chen,C.-J.",1992-04-23,2012-10-03,dsDNA
JX847302,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,16TW06,1410,partial,Taiwan,Taiwan,Homo sapiens,,"Chang,Y.J., Chen,H.C., Pan,M.H., Lee,B.H., You,S.L., Lin,C.Y., Chou,Y.C., Hsieh,C.Y., Cheng,Y.J., Liaw,K.L., Hsing,A.W., Schiffman,M., Chen,C.J., Chang,Y.-J., Chen,H.-C., Pan,M.-H., Lee,B.-H., You,S.-L., Lin,C.-Y., Chou,Y.-C., Hsieh,C.-Y., Cheng,Y.-J., Liaw,K.-L., Chen,C.-J.",1992-05-28,2012-10-03,dsDNA
JX847301,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,16TW05,1410,partial,Taiwan,Taiwan,Homo sapiens,,"Chang,Y.J., Chen,H.C., Pan,M.H., Lee,B.H., You,S.L., Lin,C.Y., Chou,Y.C., Hsieh,C.Y., Cheng,Y.J., Liaw,K.L., Hsing,A.W., Schiffman,M., Chen,C.J., Chang,Y.-J., Chen,H.-C., Pan,M.-H., Lee,B.-H., You,S.-L., Lin,C.-Y., Chou,Y.-C., Hsieh,C.-Y., Cheng,Y.-J., Liaw,K.-L., Chen,C.-J.",1991-06-12,2012-10-03,dsDNA
JX847300,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,16TW04,1410,partial,Taiwan,Taiwan,Homo sapiens,,"Chang,Y.J., Chen,H.C., Pan,M.H., Lee,B.H., You,S.L., Lin,C.Y., Chou,Y.C., Hsieh,C.Y., Cheng,Y.J., Liaw,K.L., Hsing,A.W., Schiffman,M., Chen,C.J., Chang,Y.-J., Chen,H.-C., Pan,M.-H., Lee,B.-H., You,S.-L., Lin,C.-Y., Chou,Y.-C., Hsieh,C.-Y., Cheng,Y.-J., Liaw,K.-L., Chen,C.-J.",1991-10-23,2012-10-03,dsDNA
JX847299,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,16TW03,1410,partial,Taiwan,Taiwan,Homo sapiens,,"Chang,Y.J., Chen,H.C., Pan,M.H., Lee,B.H., You,S.L., Lin,C.Y., Chou,Y.C., Hsieh,C.Y., Cheng,Y.J., Liaw,K.L., Hsing,A.W., Schiffman,M., Chen,C.J., Chang,Y.-J., Chen,H.-C., Pan,M.-H., Lee,B.-H., You,S.-L., Lin,C.-Y., Chou,Y.-C., Hsieh,C.-Y., Cheng,Y.-J., Liaw,K.-L., Chen,C.-J.",1992-08-11,2012-10-03,dsDNA
JX847298,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,16TW02,1410,partial,Taiwan,Taiwan,Homo sapiens,,"Chang,Y.J., Chen,H.C., Pan,M.H., Lee,B.H., You,S.L., Lin,C.Y., Chou,Y.C., Hsieh,C.Y., Cheng,Y.J., Liaw,K.L., Hsing,A.W., Schiffman,M., Chen,C.J., Chang,Y.-J., Chen,H.-C., Pan,M.-H., Lee,B.-H., You,S.-L., Lin,C.-Y., Chou,Y.-C., Hsieh,C.-Y., Cheng,Y.-J., Liaw,K.-L., Chen,C.-J.",1992-03-26,2012-10-03,dsDNA
JX847297,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,,16TW01,1410,partial,Taiwan,Taiwan,Homo sapiens,,"Chang,Y.J., Chen,H.C., Pan,M.H., Lee,B.H., You,S.L., Lin,C.Y., Chou,Y.C., Hsieh,C.Y., Cheng,Y.J., Liaw,K.L., Hsing,A.W., Schiffman,M., Chen,C.J., Chang,Y.-J., Chen,H.-C., Pan,M.-H., Lee,B.-H., You,S.-L., Lin,C.-Y., Chou,Y.-C., Hsieh,C.-Y., Cheng,Y.-J., Liaw,K.-L., Chen,C.-J.",1991-10-24,2012-10-03,dsDNA
PP842752,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN24,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842751,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN23,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842750,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN22,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842749,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN21,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842748,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN20,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842747,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN19,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842746,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN18,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842745,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN17,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842744,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN16,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842743,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN15,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842742,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN14,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842741,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN13,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842740,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN12,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842739,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN11,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842738,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN10,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842737,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN09,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842736,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN08,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842735,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN07,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842734,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN06,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842733,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN05,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842732,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN04,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842731,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN03,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842730,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN02,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
PP842729,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16SN01,1596,partial,China,China,Homo sapiens,cervix,"Li,T.",2023-10-23,2024-06-10,dsDNA
OP428972,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB64,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428971,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB63,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428970,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB62,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428969,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB61,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428968,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB60,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428967,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB59,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428966,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB58,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428965,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB57,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428964,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB56,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428963,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB55,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428962,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB54,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428961,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB53,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428960,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB52,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428959,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB51,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428958,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB50,834,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428957,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB49,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428956,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB48,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428955,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB47,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OP428954,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB46,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659460,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB45,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428953,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB45,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659459,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB44,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428952,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB44,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659458,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB43,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428951,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB43,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659457,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB42,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428950,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB42,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659456,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB41,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428949,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB41,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659455,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB40,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428948,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB40,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659454,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB39,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428947,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB39,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659453,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB38,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428946,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB38,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659452,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB37,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428945,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB37,718,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659451,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB36,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428944,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB36,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659450,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB35,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428943,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB35,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659449,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB34,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428942,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB34,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659448,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB33,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428941,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB33,823,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659447,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB32,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428940,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB32,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659446,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB31,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428939,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB31,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659445,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB30,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428938,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB30,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659444,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB29,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428937,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB29,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659443,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB28,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428936,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB28,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659442,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB27,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428935,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB27,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659441,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB26,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428934,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB26,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659440,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB25,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428933,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB25,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659439,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB24,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428932,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB24,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659438,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB23,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428931,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB23,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659437,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB22,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428930,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB22,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659436,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB21,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428929,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB21,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659435,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB20,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428928,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB20,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659434,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB19,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428927,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB19,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659433,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB18,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428926,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB18,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659432,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB17,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428925,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB17,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659431,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB16,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
OP428924,Human papillomavirus type 16,Alphapapillomavirus 9,Papillomaviridae,16,16HB16,832,partial,China,China,Homo sapiens,cervix,"Yang,Z.",2022-08-15,2023-04-17,dsDNA
OQ659430,Human papillomavirus 16,Alphapapillomavirus 9,Papillomaviridae,,16HB15,776,partial,China,China,Homo sapiens,cervix,"Li,T.",2022-08-15,2023-07-23,dsDNA
